order_id,date_id,customer_id,store_id,product_id,quantity,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,profit,margin_pct
ORD000051,20240501,C00009,S10,P0008,3,4597.53,0,13792.59,0.0,13792.59,4530.75,32.85
ORD000052,20240410,C00009,S10,P0010,1,1590.3,10,1590.3,159.03,1431.27,535.91,37.44
ORD000053,20240110,C00009,S10,P0023,1,445.07,0,445.07,0.0,445.07,141.31,31.75
ORD000053,20240110,C00009,S10,P0014,1,668.87,5,668.87,33.44,635.43,226.8,35.69
ORD000054,20250412,C00009,S10,P0010,1,1590.3,20,1590.3,318.06,1272.24,376.88,29.62
ORD000055,20241015,C00009,S10,P0016,1,764.06,0,764.06,0.0,764.06,239.27,31.32
ORD000056,20241130,C00010,S03,P0012,3,4908.73,10,14726.19,1472.62,13253.57,2310.14,17.43
ORD000056,20241130,C00010,S03,P0005,2,623.81,0,1247.62,0.0,1247.62,433.12,34.72
ORD000057,20251001,C00010,S03,P0008,1,4597.53,5,4597.53,229.88,4367.65,1280.37,29.31
ORD000058,20240605,C00011,S02,P0021,1,766.11,10,766.11,76.61,689.5,128.81,18.68
ORD000059,20241221,C00011,S02,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD000060,20250321,C00011,S02,P0006,2,477.0,0,954.0,0.0,954.0,316.26,33.15
ORD000060,20250321,C00011,S02,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD000060,20250321,C00011,S02,P0010,1,1590.3,0,1590.3,0.0,1590.3,694.94,43.7
ORD000061,20250122,C00011,S02,P0022,3,2417.48,0,7252.44,0.0,7252.44,2888.25,39.82
ORD000061,20250122,C00011,S02,P0010,2,1590.3,0,3180.6,0.0,3180.6,1389.88,43.7
ORD000062,20251113,C00011,S02,P0021,1,766.11,0,766.11,0.0,766.11,205.42,26.81
ORD000063,20251115,C00011,S02,P0005,1,623.81,0,623.81,0.0,623.81,216.56,34.72
ORD000064,20251007,C00011,S02,P0006,1,477.0,5,477.0,23.85,453.15,134.28,29.63
ORD000065,20241203,C00011,S02,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD000066,20250725,C00011,S02,P0022,2,2417.48,0,4834.96,0.0,4834.96,1925.5,39.82
ORD000066,20250725,C00011,S02,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD000067,20241213,C00011,S02,P0023,1,445.07,5,445.07,22.25,422.82,119.06,28.16
ORD000067,20241213,C00011,S02,P0016,1,764.06,10,764.06,76.41,687.65,162.86,23.68
ORD000068,20240926,C00011,S02,P0004,1,1517.39,0,1517.39,0.0,1517.39,622.23,41.01
ORD000069,20241118,C00011,S02,P0011,2,3591.63,0,7183.26,0.0,7183.26,1869.24,26.02
ORD000069,20241118,C00011,S02,P0003,1,3328.98,0,3328.98,0.0,3328.98,975.27,29.3
ORD000070,20240917,C00013,S04,P0012,2,4908.73,10,9817.46,981.75,8835.71,1540.09,17.43
ORD000071,20240807,C00013,S04,P0020,1,931.98,0,931.98,0.0,931.98,412.98,44.31
ORD000071,20240807,C00013,S04,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD000072,20251202,C00013,S04,P0009,1,1860.78,20,1860.78,372.16,1488.62,401.73,26.99
ORD000073,20240524,C00013,S04,P0002,1,12555.43,15,12555.43,1883.31,10672.12,2621.4,24.56
ORD000073,20240524,C00013,S04,P0022,1,2417.48,15,2417.48,362.62,2054.86,600.13,29.21
ORD000074,20250612,C00013,S04,P0015,1,489.91,20,489.91,97.98,391.93,112.91,28.81
ORD000074,20250612,C00013,S04,P0011,1,3591.63,0,3591.63,0.0,3591.63,934.62,26.02
ORD000074,20250612,C00013,S04,P0003,1,3328.98,0,3328.98,0.0,3328.98,975.27,29.3
ORD000074,20250612,C00013,S04,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD000075,20240204,C00013,S04,P0023,1,445.07,0,445.07,0.0,445.07,141.31,31.75
ORD000075,20240204,C00013,S04,P0014,1,668.87,0,668.87,0.0,668.87,260.24,38.91
ORD000076,20240603,C00013,S04,P0021,3,766.11,0,2298.33,0.0,2298.33,616.26,26.81
ORD000076,20240603,C00013,S04,P0022,1,2417.48,0,2417.48,0.0,2417.48,962.75,39.82
ORD000076,20240603,C00013,S04,P0012,2,4908.73,5,9817.46,490.87,9326.59,2030.97,21.78
ORD000077,20240223,C00014,S03,P0005,3,623.81,0,1871.43,0.0,1871.43,649.68,34.72
ORD000078,20250522,C00014,S03,P0005,2,623.81,5,1247.62,62.38,1185.24,370.74,31.28
ORD000078,20250522,C00014,S03,P0023,2,445.07,0,890.14,0.0,890.14,282.62,31.75
ORD000079,20240207,C00014,S03,P0018,1,585.14,0,585.14,0.0,585.14,249.03,42.56
ORD000080,20240723,C00014,S03,P0017,1,1607.48,0,1607.48,0.0,1607.48,581.86,36.2
ORD000081,20241012,C00014,S03,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD000082,20250713,C00014,S03,P0017,3,1607.48,0,4822.44,0.0,4822.44,1745.58,36.2
ORD000082,20250713,C00014,S03,P0008,2,4597.53,0,9195.06,0.0,9195.06,3020.5,32.85
ORD000083,20241228,C00014,S03,P0018,1,585.14,0,585.14,0.0,585.14,249.03,42.56
ORD000084,20240123,C00014,S03,P0014,3,668.87,0,2006.61,0.0,2006.61,780.72,38.91
ORD000085,20250401,C00014,S03,P0017,1,1607.48,5,1607.48,80.37,1527.11,501.49,32.84
ORD000086,20241112,C00014,S03,P0010,1,1590.3,10,1590.3,159.03,1431.27,535.91,37.44
ORD000086,20241112,C00014,S03,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD000087,20251117,C00014,S03,P0012,2,4908.73,0,9817.46,0.0,9817.46,2521.84,25.69
ORD000087,20251117,C00014,S03,P0013,3,1448.2,0,4344.6,0.0,4344.6,1252.65,28.83
ORD000088,20251128,C00015,S02,P0015,2,489.91,0,979.82,0.0,979.82,421.78,43.05
ORD000089,20250421,C00015,S02,P0009,1,1860.78,5,1860.78,93.04,1767.74,680.85,38.52
ORD000090,20241001,C00015,S02,P0008,1,4597.53,0,4597.53,0.0,4597.53,1510.25,32.85
ORD000090,20241001,C00015,S02,P0001,1,3435.35,5,3435.35,171.77,3263.58,1122.42,34.39
ORD000091,20240109,C00015,S02,P0021,1,766.11,15,766.11,114.92,651.19,90.5,13.9
ORD000092,20251221,C00015,S02,P0013,2,1448.2,0,2896.4,0.0,2896.4,835.1,28.83
ORD000092,20251221,C00015,S02,P0008,3,4597.53,0,13792.59,0.0,13792.59,4530.75,32.85
ORD000093,20241227,C00015,S02,P0012,1,4908.73,0,4908.73,0.0,4908.73,1260.92,25.69
ORD000093,20241227,C00015,S02,P0002,1,12555.43,0,12555.43,0.0,12555.43,4504.71,35.88
ORD000093,20241227,C00015,S02,P0008,3,4597.53,0,13792.59,0.0,13792.59,4530.75,32.85
ORD000094,20251126,C00015,S02,P0019,2,801.36,5,1602.72,80.14,1522.58,482.36,31.68
ORD000095,20250208,C00015,S02,P0006,1,477.0,10,477.0,47.7,429.3,110.43,25.72
ORD000095,20250208,C00015,S02,P0014,1,668.87,10,668.87,66.89,601.98,193.35,32.12
ORD000096,20250324,C00015,S02,P0016,1,764.06,0,764.06,0.0,764.06,239.27,31.32
ORD000096,20250324,C00015,S02,P0015,1,489.91,5,489.91,24.5,465.41,186.39,40.05
ORD000097,20250617,C00015,S02,P0015,1,489.91,15,489.91,73.49,416.42,137.4,33.0
ORD000098,20240921,C00015,S02,P0006,1,477.0,15,477.0,71.55,405.45,86.58,21.35
ORD000098,20240921,C00015,S02,P0003,1,3328.98,5,3328.98,166.45,3162.53,808.82,25.58
ORD000098,20240921,C00015,S02,P0008,1,4597.53,0,4597.53,0.0,4597.53,1510.25,32.85
ORD000099,20250605,C00015,S02,P0003,2,3328.98,0,6657.96,0.0,6657.96,1950.54,29.3
ORD000099,20250605,C00015,S02,P0015,1,489.91,10,489.91,48.99,440.92,161.9,36.72
ORD000100,20250121,C00015,S02,P0020,2,931.98,0,1863.96,0.0,1863.96,825.96,44.31
ORD000100,20250121,C00015,S02,P0006,2,477.0,0,954.0,0.0,954.0,316.26,33.15
ORD000100,20250121,C00015,S02,P0019,1,801.36,0,801.36,0.0,801.36,281.25,35.1
ORD000101,20250514,C00015,S02,P0018,3,585.14,0,1755.42,0.0,1755.42,747.09,42.56
ORD000102,20251003,C00015,S02,P0016,2,764.06,10,1528.12,152.81,1375.31,325.73,23.68
ORD000103,20240523,C00015,S02,P0013,2,1448.2,0,2896.4,0.0,2896.4,835.1,28.83
ORD000104,20250330,C00015,S02,P0010,1,1590.3,5,1590.3,79.52,1510.78,615.42,40.74
ORD000104,20250330,C00015,S02,P0006,3,477.0,0,1431.0,0.0,1431.0,474.39,33.15
ORD000104,20250330,C00015,S02,P0021,1,766.11,0,766.11,0.0,766.11,205.42,26.81
ORD000105,20250124,C00016,S07,P0020,2,931.98,5,1863.96,93.2,1770.76,732.76,41.38
ORD000105,20250124,C00016,S07,P0012,1,4908.73,0,4908.73,0.0,4908.73,1260.92,25.69
ORD000105,20250124,C00016,S07,P0017,2,1607.48,5,3214.96,160.75,3054.21,1002.97,32.84
ORD000106,20240430,C00016,S07,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD000106,20240430,C00016,S07,P0002,1,12555.43,0,12555.43,0.0,12555.43,4504.71,35.88
ORD000107,20250329,C00016,S07,P0023,1,445.07,0,445.07,0.0,445.07,141.31,31.75
ORD000108,20251231,C00016,S07,P0020,2,931.98,0,1863.96,0.0,1863.96,825.96,44.31
ORD000108,20251231,C00016,S07,P0003,1,3328.98,5,3328.98,166.45,3162.53,808.82,25.58
ORD000108,20251231,C00016,S07,P0007,2,2115.17,15,4230.34,634.55,3595.79,1229.81,34.2
ORD000109,20250429,C00016,S07,P0010,1,1590.3,20,1590.3,318.06,1272.24,376.88,29.62
ORD000109,20250429,C00016,S07,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD000110,20241022,C00016,S07,P0011,1,3591.63,0,3591.63,0.0,3591.63,934.62,26.02
ORD000111,20241001,C00016,S07,P0018,1,585.14,5,585.14,29.26,555.88,219.77,39.54
ORD000111,20241001,C00016,S07,P0020,3,931.98,0,2795.94,0.0,2795.94,1238.94,44.31
ORD000112,20251123,C00016,S07,P0019,1,801.36,5,801.36,40.07,761.29,241.18,31.68
ORD000112,20251123,C00016,S07,P0005,1,623.81,10,623.81,62.38,561.43,154.18,27.46
ORD000112,20251123,C00016,S07,P0004,1,1517.39,0,1517.39,0.0,1517.39,622.23,41.01
ORD000113,20240930,C00017,S07,P0010,3,1590.3,15,4770.9,715.64,4055.26,1369.18,33.76
ORD000114,20250510,C00018,S05,P0010,1,1590.3,0,1590.3,0.0,1590.3,694.94,43.7
ORD000115,20240212,C00020,S03,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD000115,20240212,C00020,S03,P0010,1,1590.3,0,1590.3,0.0,1590.3,694.94,43.7
ORD000116,20250808,C00020,S03,P0004,1,1517.39,0,1517.39,0.0,1517.39,622.23,41.01
ORD000117,20250509,C00020,S03,P0023,1,445.07,0,445.07,0.0,445.07,141.31,31.75
ORD000117,20250509,C00020,S03,P0020,1,931.98,10,931.98,93.2,838.78,319.78,38.12
ORD000117,20250509,C00020,S03,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD000118,20241230,C00020,S03,P0011,3,3591.63,5,10774.89,538.74,10236.15,2265.12,22.13
ORD000118,20241230,C00020,S03,P0007,2,2115.17,0,4230.34,0.0,4230.34,1864.36,44.07
ORD000118,20241230,C00020,S03,P0010,1,1590.3,20,1590.3,318.06,1272.24,376.88,29.62
ORD000118,20241230,C00020,S03,P0002,1,12555.43,0,12555.43,0.0,12555.43,4504.71,35.88
ORD000119,20241212,C00020,S03,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD000119,20241212,C00020,S03,P0014,1,668.87,0,668.87,0.0,668.87,260.24,38.91
ORD000120,20241125,C00020,S03,P0017,1,1607.48,10,1607.48,160.75,1446.73,421.11,29.11
ORD000120,20241125,C00020,S03,P0019,1,801.36,0,801.36,0.0,801.36,281.25,35.1
ORD000121,20241102,C00020,S03,P0022,2,2417.48,0,4834.96,0.0,4834.96,1925.5,39.82
ORD000122,20241231,C00020,S03,P0017,1,1607.48,0,1607.48,0.0,1607.48,581.86,36.2
ORD000122,20241231,C00020,S03,P0010,2,1590.3,10,3180.6,318.06,2862.54,1071.82,37.44
ORD000123,20250123,C00020,S03,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD000123,20250123,C00020,S03,P0005,3,623.81,0,1871.43,0.0,1871.43,649.68,34.72
ORD000124,20250530,C00020,S03,P0022,1,2417.48,0,2417.48,0.0,2417.48,962.75,39.82
ORD000124,20250530,C00020,S03,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD000124,20250530,C00020,S03,P0007,1,2115.17,0,2115.17,0.0,2115.17,932.18,44.07
ORD000125,20250616,C00020,S03,P0014,1,668.87,0,668.87,0.0,668.87,260.24,38.91
ORD000125,20250616,C00020,S03,P0019,1,801.36,0,801.36,0.0,801.36,281.25,35.1
ORD000125,20250616,C00020,S03,P0016,2,764.06,0,1528.12,0.0,1528.12,478.54,31.32
ORD000125,20250616,C00020,S03,P0007,2,2115.17,5,4230.34,211.52,4018.82,1652.84,41.13
ORD000126,20241025,C00020,S03,P0022,2,2417.48,0,4834.96,0.0,4834.96,1925.5,39.82
ORD000126,20241025,C00020,S03,P0003,1,3328.98,0,3328.98,0.0,3328.98,975.27,29.3
ORD000126,20241025,C00020,S03,P0023,3,445.07,0,1335.21,0.0,1335.21,423.93,31.75
ORD000127,20241113,C00020,S03,P0015,2,489.91,0,979.82,0.0,979.82,421.78,43.05
ORD000128,20241023,C00020,S03,P0015,2,489.91,5,979.82,48.99,930.83,372.79,40.05
ORD000129,20250129,C00020,S03,P0018,2,585.14,0,1170.28,0.0,1170.28,498.06,42.56
ORD000130,20241204,C00020,S03,P0007,1,2115.17,10,2115.17,211.52,1903.65,720.66,37.86
ORD000131,20251101,C00020,S03,P0017,1,1607.48,0,1607.48,0.0,1607.48,581.86,36.2
ORD000132,20250602,C00020,S03,P0018,1,585.14,10,585.14,58.51,526.63,190.52,36.18
ORD000133,20251107,C00020,S03,P0002,1,12555.43,0,12555.43,0.0,12555.43,4504.71,35.88
ORD000133,20251107,C00020,S03,P0017,3,1607.48,15,4822.44,723.37,4099.07,1022.21,24.94
ORD000133,20251107,C00020,S03,P0018,2,585.14,0,1170.28,0.0,1170.28,498.06,42.56
ORD000133,20251107,C00020,S03,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD000134,20240331,C00021,S02,P0004,1,1517.39,0,1517.39,0.0,1517.39,622.23,41.01
ORD000135,20251102,C00021,S02,P0013,1,1448.2,0,1448.2,0.0,1448.2,417.55,28.83
ORD000135,20251102,C00021,S02,P0009,1,1860.78,5,1860.78,93.04,1767.74,680.85,38.52
ORD000136,20250419,C00021,S02,P0005,1,623.81,0,623.81,0.0,623.81,216.56,34.72
ORD000137,20240716,C00021,S02,P0017,2,1607.48,10,3214.96,321.5,2893.46,842.22,29.11
ORD000137,20240716,C00021,S02,P0014,1,668.87,0,668.87,0.0,668.87,260.24,38.91
ORD000138,20241030,C00021,S02,P0021,1,766.11,0,766.11,0.0,766.11,205.42,26.81
ORD000138,20241030,C00021,S02,P0017,1,1607.48,10,1607.48,160.75,1446.73,421.11,29.11
ORD000139,20251216,C00021,S02,P0013,3,1448.2,5,4344.6,217.23,4127.37,1035.42,25.09
ORD000139,20251216,C00021,S02,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD000140,20251017,C00021,S02,P0018,1,585.14,0,585.14,0.0,585.14,249.03,42.56
ORD000141,20240113,C00021,S02,P0013,1,1448.2,0,1448.2,0.0,1448.2,417.55,28.83
ORD000141,20240113,C00021,S02,P0019,1,801.36,10,801.36,80.14,721.22,201.11,27.88
ORD000142,20251220,C00021,S02,P0017,1,1607.48,0,1607.48,0.0,1607.48,581.86,36.2
ORD000142,20251220,C00021,S02,P0010,1,1590.3,10,1590.3,159.03,1431.27,535.91,37.44
ORD000143,20251114,C00022,S06,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD000144,20251118,C00022,S06,P0014,1,668.87,0,668.87,0.0,668.87,260.24,38.91
ORD000145,20240423,C00022,S06,P0011,1,3591.63,5,3591.63,179.58,3412.05,755.04,22.13
ORD000146,20250628,C00022,S06,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD000147,20240229,C00022,S06,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD000147,20240229,C00022,S06,P0016,1,764.06,10,764.06,76.41,687.65,162.86,23.68
ORD000147,20240229,C00022,S06,P0019,2,801.36,0,1602.72,0.0,1602.72,562.5,35.1
ORD000148,20250318,C00022,S06,P0007,1,2115.17,5,2115.17,105.76,2009.41,826.42,41.13
ORD000148,20250318,C00022,S06,P0022,1,2417.48,10,2417.48,241.75,2175.73,721.0,33.14
ORD000148,20250318,C00022,S06,P0016,3,764.06,0,2292.18,0.0,2292.18,717.81,31.32
ORD000149,20240519,C00022,S06,P0019,3,801.36,0,2404.08,0.0,2404.08,843.75,35.1
ORD000149,20240519,C00022,S06,P0023,1,445.07,0,445.07,0.0,445.07,141.31,31.75
ORD000149,20240519,C00022,S06,P0001,2,3435.35,20,6870.7,1374.14,5496.56,1214.24,22.09
ORD000150,20240104,C00022,S06,P0014,3,668.87,5,2006.61,100.33,1906.28,680.39,35.69
